,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,looser,win_by_runs,win_by_wickets,palyer_of_match,venue,umpire1,umpire2
433,434,2013,Mumbai,5/7/2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,Kolkata Knight Riders,65,0,SR Tendulkar,Wankhede Stadium,Kumar Dharmasena,S Ravi
434,435,2013,Hyderabad,5/8/2013,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,Sunrisers Hyderabad,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,Nigel Llong
435,436,2013,Chandigarh,5/9/2013,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Kings XI Punjab,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,S Ravi
436,437,2013,Pune,5/9/2013,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Pune Warriors,46,0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani
437,438,2013,Delhi,5/10/2013,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,4,0,JD Unadkat,Feroz Shah Kotla,Nigel Llong,K Srinath
438,439,2013,Pune,5/11/2013,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,Pune Warriors,0,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,Anil Chaudhary
439,440,2013,Chandigarh,5/11/2013,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,Rod Tucker
440,441,2013,Ranchi,5/12/2013,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,JH Kallis,JSCA International Stadium Complex,Nigel Llong,K Srinath
441,442,2013,Jaipur,5/12/2013,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Chennai Super Kings,0,5,SR Watson,Sawai Mansingh Stadium,Kumar Dharmasena,CK Nandan
442,443,2013,Delhi,4/23/2013,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Capitals,0,5,Harmeet Singh,Feroz Shah Kotla,Vineet Kulkarni,K Srinath
443,444,2013,Mumbai,5/13/2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,7,KA Pollard,Wankhede Stadium,Anil Chaudhary,SJA Taufel
444,445,2013,Ranchi,5/15/2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,Kolkata Knight Riders,7,0,MK Pandey,JSCA International Stadium Complex,Nigel Llong,K Srinath
445,446,2013,Chennai,5/14/2013,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Delhi Capitals,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,Rod Tucker
446,447,2013,Mumbai,5/15/2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani
447,448,2013,Chandigarh,5/6/2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",Vineet Kulkarni,Nigel Llong
448,449,2013,Hyderabad,5/17/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Rajasthan Royals,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,Anil Chaudhary
449,450,2013,Dharamsala,5/18/2013,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,Mumbai Indians,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,Kumar Dharmasena,CK Nandan
450,451,2013,Pune,5/19/2013,Pune Warriors,Delhi Capitals,Pune Warriors,bat,normal,0,Pune Warriors,Delhi Capitals,38,0,LJ Wright,Subrata Roy Sahara Stadium,Nigel Llong,SJA Taufel
451,452,2013,Bangalore,5/18/2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,Chennai Super Kings,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,Rod Tucker
452,453,2013,Hyderabad,5/19/2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani
453,454,2013,Delhi,5/21/2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Mumbai Indians,48,0,MEK Hussey,Feroz Shah Kotla,Nigel Llong,Rod Tucker
454,455,2013,Delhi,5/22/2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,Rod Tucker
455,456,2013,Kolkata,5/24/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,Rajasthan Royals,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel
456,457,2013,Kolkata,5/26/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,Chennai Super Kings,23,0,KA Pollard,Eden Gardens,Kumar Dharmasena,SJA Taufel
457,458,2014,Abu Dhabi,4/16/2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Mumbai Indians,41,0,JH Kallis,Sheikh Zayed Stadium,Marais Erasmus,RK Illingworth
458,459,2014,Sharjah,4/17/2014,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi
459,460,2014,Abu Dhabi,4/18/2014,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,Chennai Super Kings,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin
460,461,2014,Abu Dhabi,4/18/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth
461,462,2014,Dubai,4/19/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Mumbai Indians,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,Anil Chaudhary
462,463,2014,Dubai,4/19/2014,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,Kolkata Knight Riders,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,Vineet Kulkarni
463,464,2014,Sharjah,4/20/2014,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Rajasthan Royals,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,Marais Erasmus
464,465,2014,Abu Dhabi,4/21/2014,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Delhi Capitals,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin
465,466,2014,Sharjah,4/22/2014,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,Sunrisers Hyderabad,72,0,GJ Maxwell,Sharjah Cricket Stadium,Marais Erasmus,S Ravi
466,467,2014,Dubai,4/23/2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,7,0,RA Jadeja,Dubai International Cricket Stadium,Kumar Dharmasena,RK Illingworth
467,468,2014,Sharjah,4/24/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,Vineet Kulkarni
468,469,2014,Dubai,4/25/2014,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,4,0,AJ Finch,Dubai International Cricket Stadium,Marais Erasmus,S Ravi
469,470,2014,Dubai,4/25/2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,Mumbai Indians,0,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,Marais Erasmus
470,471,2014,Abu Dhabi,4/26/2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,6,PV Tambe,Sheikh Zayed Stadium,Kumar Dharmasena,C Shamshuddin
471,472,2014,Abu Dhabi,4/26/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,Kolkata Knight Riders,23,0,Sandeep Sharma,Sheikh Zayed Stadium,Kumar Dharmasena,RK Illingworth
472,473,2014,Sharjah,4/27/2014,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Delhi Capitals,Mumbai Indians,0,6,M Vijay,Sharjah Cricket Stadium,Aleem Dar,Vineet Kulkarni
473,474,2014,Sharjah,4/27/2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,Sunrisers Hyderabad,0,5,DR Smith,Sharjah Cricket Stadium,Anil Chaudhary,Vineet Kulkarni
474,475,2014,Dubai,4/28/2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,0,5,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi
475,476,2014,Abu Dhabi,4/29/2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,Rajasthan Royals,Kolkata Knight Riders,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,Anil Chaudhary
476,477,2014,Dubai,4/30/2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,15,0,B Kumar,Dubai International Cricket Stadium,Kumar Dharmasena,Marais Erasmus
477,478,2014,Ranchi,5/2/2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kolkata Knight Riders,34,0,RA Jadeja,JSCA International Stadium Complex,Anil Chaudhary,Nigel Llong
478,479,2014,Mumbai,5/3/2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,Kings XI Punjab,0,5,CJ Anderson,Wankhede Stadium,Bruce Oxenford,C Shamshuddin
479,480,2014,Delhi,5/3/2014,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Delhi Capitals,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi
480,481,2014,Bangalore,5/4/2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,0,4,AB de Villiers,M Chinnaswamy Stadium,Kumar Dharmasena,Vineet Kulkarni
481,482,2014,Ahmedabad,5/5/2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,Kolkata Knight Riders,10,0,PV Tambe,"Sardar Patel Stadium, Motera",Nigel Llong,CK Nandan
482,483,2014,Delhi,5/5/2014,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Delhi Capitals,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,Bruce Oxenford
483,484,2014,Mumbai,5/6/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath
484,485,2014,Delhi,5/7/2014,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,Delhi Capitals,0,8,G Gambhir,Feroz Shah Kotla,Bruce Oxenford,C Shamshuddin
485,486,2014,Cuttack,5/7/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,44,0,GJ Maxwell,Barabati Stadium,Kumar Dharmasena,PG Pathak
486,487,2014,Ahmedabad,5/8/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,32,0,B Kumar,"Sardar Patel Stadium, Motera",Anil Chaudhary,Nigel Llong
487,488,2014,Bangalore,5/9/2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath
488,489,2014,Delhi,5/10/2014,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,Delhi Capitals,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,Bruce Oxenford
489,490,2014,Mumbai,5/10/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,4,DR Smith,Wankhede Stadium,Kumar Dharmasena,Vineet Kulkarni
490,491,2014,Cuttack,5/11/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,9,G Gambhir,Barabati Stadium,Nigel Llong,CK Nandan
491,492,2014,Bangalore,5/11/2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,Royal Challengers Bangalore,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,Rod Tucker
492,493,2014,Hyderabad,5/12/2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Kumar Dharmasena,Vineet Kulkarni
493,494,2014,Ranchi,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,Rajasthan Royals,0,5,RA Jadeja,JSCA International Stadium Complex,Bruce Oxenford,C Shamshuddin
494,495,2014,Bangalore,5/13/2014,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,Rod Tucker
495,496,2014,Hyderabad,5/14/2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Sunrisers Hyderabad,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",Vineet Kulkarni,PG Pathak
496,497,2014,Cuttack,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Mumbai Indians,0,6,RV Uthappa,Barabati Stadium,Anil Chaudhary,Nigel Llong
497,498,2014,Ahmedabad,5/15/2014,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,Delhi Capitals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,Rod Tucker
498,499,2014,Ranchi,5/18/2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,Chennai Super Kings,0,5,AB de Villiers,JSCA International Stadium Complex,Bruce Oxenford,C Shamshuddin
499,500,2014,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",Nigel Llong,CK Nandan
500,501,2014,Ahmedabad,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,Rajasthan Royals,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,Rod Tucker
501,502,2014,Delhi,5/19/2014,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Capitals,0,4,AR Patel,Feroz Shah Kotla,Kumar Dharmasena,PG Pathak
502,503,2014,Hyderabad,5/20/2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Nigel Llong
503,504,2014,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin
504,505,2014,Chandigarh,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kings XI Punjab,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,Vineet Kulkarni
505,506,2014,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,30,0,RV Uthappa,Eden Gardens,Anil Chaudhary,CK Nandan
506,507,2014,Ranchi,5/22/2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Chennai Super Kings,0,6,DA Warner,JSCA International Stadium Complex,Bruce Oxenford,C Shamshuddin
507,508,2014,Mumbai,5/23/2014,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,Delhi Capitals,15,0,MEK Hussey,Wankhede Stadium,S Ravi,Rod Tucker
508,509,2014,Chandigarh,5/23/2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,Rajasthan Royals,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,PG Pathak
509,510,2014,Bangalore,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,8,MS Dhoni,M Chinnaswamy Stadium,Anil Chaudhary,Nigel Llong
510,511,2014,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,4,YK Pathan,Eden Gardens,RM Deshpande,Bruce Oxenford
511,512,2014,Chandigarh,5/25/2014,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Capitals,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,Vineet Kulkarni
512,513,2014,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Rajasthan Royals,0,5,CJ Anderson,Wankhede Stadium,K Srinath,Rod Tucker
513,514,2014,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,28,0,UT Yadav,Eden Gardens,Nigel Llong,S Ravi
514,515,2014,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,7,SK Raina,Brabourne Stadium,Vineet Kulkarni,Bruce Oxenford
515,516,2014,Mumbai,5/30/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,24,0,V Sehwag,Wankhede Stadium,Kumar Dharmasena,Rod Tucker
516,517,2014,Bangalore,6/1/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,3,MK Pandey,M Chinnaswamy Stadium,Kumar Dharmasena,Bruce Oxenford
517,518,2015,Kolkata,4/8/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Mumbai Indians,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin
518,519,2015,Chennai,4/9/2015,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,Delhi Capitals,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,Vineet Kulkarni
519,520,2015,Pune,4/10/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,Kings XI Punjab,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,Chris Gaffaney
520,521,2015,Chennai,4/11/2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Sunrisers Hyderabad,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,Vineet Kulkarni
521,522,2015,Kolkata,4/11/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin
522,523,2015,Delhi,4/12/2015,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Delhi Capitals,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,Chris Gaffaney
523,524,2015,Mumbai,4/12/2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,Mumbai Indians,18,0,GJ Bailey,Wankhede Stadium,Anil Chaudhary,K Srinivasan
524,525,2015,Bangalore,4/13/2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth
525,526,2015,Ahmedabad,4/14/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,Mumbai Indians,0,7,SPD Smith,"Sardar Patel Stadium, Motera",Anil Chaudhary,SD Fry
526,527,2015,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Chennai Super Kings,0,7,AD Russell,Eden Gardens,Anil Chaudhary,Marais Erasmus
527,528,2015,Pune,4/15/2015,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,bat,normal,0,Delhi Capitals,Kings XI Punjab,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,Chris Gaffaney,K Srinath
528,529,2015,Visakhapatnam,4/16/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,Sunrisers Hyderabad,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi
529,530,2015,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,Mumbai Indians,0,6,A Nehra,Wankhede Stadium,Anil Chaudhary,Marais Erasmus
530,531,2015,Visakhapatnam,4/18/2015,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,Sunrisers Hyderabad,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi
531,532,2015,Pune,4/18/2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan
532,533,2015,Ahmedabad,4/19/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,Chennai Super Kings,0,8,AM Rahane,"Sardar Patel Stadium, Motera",Anil Chaudhary,Marais Erasmus
533,534,2015,Bangalore,4/19/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,Vineet Kulkarni
534,535,2015,Delhi,4/20/2015,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Capitals,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,Chris Gaffaney
535,536,2015,Ahmedabad,4/21/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,Rajasthan Royals,0,0,SE Marsh,"Sardar Patel Stadium, Motera",Marais Erasmus,S Ravi
536,537,2015,Visakhapatnam,4/22/2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,Kolkata Knight Riders,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,Vineet Kulkarni
537,538,2015,Bangalore,4/22/2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin
538,539,2015,Delhi,4/23/2015,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,Mumbai Indians,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan
539,540,2015,Ahmedabad,4/24/2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rajasthan Royals,0,9,MA Starc,"Sardar Patel Stadium, Motera",Marais Erasmus,S Ravi
540,541,2015,Mumbai,4/25/2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,20,0,SL Malinga,Wankhede Stadium,Kumar Dharmasena,Chris Gaffaney
541,542,2015,Chennai,4/25/2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Kings XI Punjab,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin
542,543,2015,Delhi,4/26/2015,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,10,VR Aaron,Feroz Shah Kotla,Marais Erasmus,S Ravi
543,544,2015,Chandigarh,4/27/2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",Kumar Dharmasena,Chris Gaffaney
544,545,2015,Kolkata,5/7/2015,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,Delhi Capitals,13,0,PP Chawla,Eden Gardens,Anil Chaudhary,Marais Erasmus
